20  2/21/73   0.25    3 (SCHIEDER)RUN RETURN                         
 2  2/21/73   0.50    3 (SCHIEDER)REV 1040 SIGN & 1120               
28  2/21/73   0.75    3 (SCHIEDER)TCP 201 220 4625 2210 & ASSEM 1040 
 2  2/23/73   0.25    3 (SCHIEDER)RE 1120 & 1040 W/JES               
 2  3/ 7/73   0.25    3 W/EM RE BURKE                                
 2 12/19/72   0.50    3 REVISE TAX COMP 72 & 73                      
 7  2/14/73   2.50    4 AUDIT YEAR 12/31/72                          
17  2/14/73   1.25    4 A/C ANAL BANK RECO P/R TAXES                 
 7  3/ 3/73   3.00    4 W/S TIEOUT STMTS                             
 7  3/ 5/73   1.00    4 STMTS 12/31/72                               
 2  3/ 8/73   3.00    4 REV 12/31/72 W/S STMTS & CT3                 
18  3/ 9/73   0.50    4 PFRD 12/72 STMTS                             
19  3/ 9/73   2.00    4 TCP CT4 P A/E TCP ASSEMBLE 12/31/72 AUDIT    
18  7/19/72   1.00    4 W/S 12/72                                    
 5  1/ 9/73   4.00    5 SCH D '71 COMP CAP G/L ALT & MIN TAX 1972    
 5  1/11/73   0.50    5 CK GAINS/LOSS CALL ECA RE ESTIMATE           
19  1/11/73   2.00    5 T CAP G/L SCH FOR 12/31/72 TAX RET           
20  1/16/73   0.50    5 HELP PAT PFRD CAP GAINS SCH                  
28  1/16/73   0.50    5 PFRD STOCK SALE LIST                         
 5  1/18/73   0.25    5 (EC ANDREWS JR TRUSTS) REV REPORTS           
 5  1/19/73   2.25    5 COUPONS (MARINE) DEPOSIT LETTER              
 5  1/29/73   0.50    5 (E C ANDREWS JR) STUDY TRUSTS FOR CHILDREN   
 5  2/ 1/73   0.25    5 NYC CALL WALCH RE D&D                        
 5  2/ 2/73   0.25    5 CALL ECA RE GIFT TAX                         
 5  2/ 6/73   0.25    5 RE J WALSH LETTER                            
 3  2/ 7/73   1.00    5 INFO RE D & D REORGANIZATION                 
18  2/ 8/73   0.25    5 (EC ANDREWS JR)LTR TO NYC - CR               
 5  2/ 8/73   1.00    5 LTR TO ATTY WALSCH RE D&D                    
 5  2/26/73   0.25    5 DATA ON D&D FROM ATTY WALSH                  
 5  5/ 9/72   0.25    5 REVISED TRUST STATEMENT                      
14  5/19/72   3.50    5 CAP GAIN SCH                                 
 5  5/19/72   4.50    5 MTG AT MARINE DEP COUPONS VAR RE STOCK TRANS 
 5  5/26/72   1.50    5 1972 SEC TRANSACTIONS                        
18  5/30/72   0.75    5 CORRESP CR                                   
20  5/30/72   0.25    5 TOTAL & TIE OUT CAPITAM GAINS & LOSS SCH     
 5  5/30/72   3.50    5 1972 SEC TRANS TO 5/15 LTR                   
18  6/ 7/72   1.25    5 W/U & POST INT 1/1-5/19                      
 5  6/ 9/72   0.75    5 RE 1972 GAINS / LOSSES                       
 5  7/11/72   0.25    5 RE SALE OF BONDS                             
 5  7/14/72   1.00    5 RE BONDS CALL KITA ROSS PCA CAN ECA JR       
 5  7/17/72   1.50    5 W/PCA GET BONDS FOR D&D NEW BONDS-VAULT      
 5  8/ 7/72   0.25    5 RE HAWAII BOND PICK UP                       
 5  8/11/72   2.00    5 TO MARINE W/PCA PREP DEP REV BONDS           
 5  9/13/72   2.50    5 W/ECA AT MARINE COUPONS DEPOSITS ETC         
 5 11/ 6/72   1.00    5 ADDTL 1972 SEC TRANSACTIONS                  
 5 11/16/72   0.50    5 CALL RE NEW TRUST CUSTODIAN A/C GIFTS        
 5 11/20/72   0.50    5 DRAFT MEMO RE GIFT CUSTODIAN A/C             
 5 11/29/72   2.00    5 GAINS/LOSS SCH - 1972 (ADDITION TO PREVIOUS R
 5 11/30/72   1.00    5 1972 GAINS/LOSS SCH                          
18 12/ 6/72   0.25    5 WRITE UP NOV CUST A/C                        
 5 12/14/72   3.00    5 W/ECA RE COUPONS CAP GAINS & LOSSES & GIFTS  
 5 12/15/72   0.50    5 RE 1972 CAP GAINS/LOSSES RE TRUST            
18 12/20/72   1.50    5 WRITE UP MARINE POST DIV                     
 5 12/20/72   1.50    5 CK SECURITIES LIST & RECO OF 11/30/72        
18 12/21/72   0.50    5 HEAD UP STK LEDGER UNION TR                  
 5 12/21/72   0.25    5 REV W/DS & MB RE STOCK RECORDING             
 3 12/26/72   4.00    5 SET UP BKS AND REC 11/72 TRANS               
 5  1/19/73   0.25    6 CONF ECA JR - RECON SEC DETAIL               
18  2/ 1/73   2.00    6 WRITE UP 1972 TRANS                          
 3  5/ 4/72   1.00    6 REV & REVISE STMTS                           
 5  5/ 5/72   0.25    6 REV STMTS                                    
 3  5/ 8/72   0.25    6 REVISE 1971 STMTS                            
18  5/ 9/72   1.25    6 TC&PFRD 12/71 ACCTG                          
18  6/ 7/72   1.75    6 SORT W/U & POST 1/1 - 4/30                   
18  1/ 8/73   0.50    7 ADD & BAL 1972 TRANS                         
18  1/17/73   0.50    7 DEC CHECKING A/C ENTRIES                     
18  2/16/73   0.50    7 W/U JAN CUST A/C                             
 3  5/ 4/72   0.75    7 REV & REVISE STMTS                           
18  5/ 5/72   0.50    7 W/U & POST FEB-APR 1972                      
 5  5/ 5/72   0.25    7 REV STMTS                                    
 3  5/ 8/72   0.25    7 REVISE 1971 STMTS                            
18  5/ 9/72   1.25    7 TC& PFRD 12/71 ACCTG                         
21  5/19/72   0.25    7 P WORK                                       
 5  6/ 9/72   0.50    7 COST DATA TO E FORKIN                        
18  6/28/72   0.75    7 W/U & BAL 1/1 - 5/31/72                      
18  8/ 8/72   0.25    7 JULY MARINE CUST A/C                         
18 10/ 5/72   0.25    7 POST SEPT INCOME                             
18 11/ 6/72   1.00    7 BKKPING OCTOBER                              
 5  1/19/73   0.25    9 CONF ECA JR - RECON SEC DETAIL               
18  2/ 1/73   1.25    9 WRITE UP 1972 TRANS                          
 3  5/ 4/72   1.00    9 REV & REVISE STMTS                           
 5  5/ 5/72   0.25    9 REV STMTS                                    
 3  5/ 8/72   0.25    9 REVISE 1971 STMTS                            
18  5/ 9/72   1.50    9 TC&PFRD 12/71 ACCTG                          
18  6/ 7/72   2.00    9 1972 STK TRANS                               
18  1/ 8/73   0.75   10 W/U POST BAL DEC                             
18  2/16/73   0.50   10 W/U JAN CUST A/C                             
 3  5/ 4/72   0.75   10 REV & REVISE STMTS                           
18  5/ 5/72   0.50   10 W/U & POST FEB-APR 1972                      
 3  5/ 8/72   0.25   10 REVISE 1971 STMTS                            
18  5/ 9/72   1.00   10 TC&PFRD 12/71 ACCTG                          
 5  6/15/72   0.50   10 RE LOSS CARRYOVER                            
 5  6/22/72   0.50   10 CALL MRS KITA & J PUTNAM RE DATA             
18  6/27/72   0.25   10 W/U BANK A/C                                 
 5  6/27/72   0.25   10 CALL MRS KITA & MRS ROSS RE DISTRIBUTION     
18  7/ 7/72   1.00   10 JUNE W/U & POST                              
18  9/ 8/72   0.25   10 WRITE UP & POST AUG                          
18 10/ 5/72   0.25   10 POST SEPT INCOME                             
 5 10/ 9/72   0.25   10 RE WORTHLESS SEC                             
18 11/ 6/72   0.25   10 BKKPING OCTOBER                              
18 12/ 6/72   0.50   10 CUST A/C 11/72 ADD & BAL C/D                 
18  1/ 4/73   1.50   11 W/U & BAL NOV & DEC CKG                      
 5  1/ 4/73   0.50   11 REV W/DS                                     
18  1/ 8/73   1.00   11 W/U POST & BAL 1972                          
18  1/10/73   2.25   11 RECO DIV CAP G/L SCH                         
18  1/10/73   0.50   11 COMPUTE CURRENT MKT VAL                      
18  1/17/73   0.50   11 DEC CKG A/C RECON                            
18  2/ 5/73   1.00   11 W/U JAN CUST A/C 1973                        
21  2/13/73   0.50   11 BAL LEDGER BOOKS                             
18  2/13/73   1.75   11 JAN CKG A/C 1972 OFFICE EXP ETC              
18  2/21/73   0.50   11 JKA JAN CUST A/C                             
18  3/ 7/73   0.50   11 JKA FEB WRITE UP & POST                      
 5  5/ 3/72   0.25   11 MONTHLY STMTS                                
 3  5/ 4/72   4.00   11 UPDATE COST OF STOCKS                        
18  5/ 5/72   0.50   11 SORTING & PREP 1972 PAPERS                   
 3  5/ 5/72   5.50   11 UPDATE COSTS OF STOCKS                       
 3  5/ 8/72   1.00   11 UPDATE COST OF STOCKS ETC                    
 5  5/ 9/72   0.25   11 REVISED TRUST STMT                           
18  6/ 5/72   1.25   11 W/U & POST JKA 1/1/-5/31                     
18  6/ 5/72   1.50   11 W/U & POST 1/1-3/31/72                       
18  6/ 6/72   1.50   11 W/U & POST 4/28/72                           
18  6/ 8/72   2.00   11 W/U & POST MAY G/L                           
 5  6/ 9/72   0.25   11 VARIOUS                                      
 3  6/20/72   0.50   11 CK INFO FOR MRS ROSS                         
 3  6/22/72   0.25   11 DISCUSS CR RE TRUST DISTRIB                  
18  6/27/72   1.00   11 TO PCA OFFICE FOR BOOKS                      
18  6/28/72   3.50   11 W/U CKG A/C 1/1 -5/31/72                     
18  7/ 7/72   0.50   11 JKA JUNE W/U POST                            
18  7/ 7/72   0.75   11 JUNE W/U & POST                              
 5  7/11/72   0.25   11 VAR RE SALE OF BONDS                         
18  7/13/72   2.25   11 ADD & BAL THRU 5/72 DIV LIST                 
 5  7/24/72   0.50   11 RE CURRENT NET WORTH COMP                    
18  7/25/72   2.50   11 DEL CKS W/U & BAL JUNE                       
 5  7/26/72   0.50   11 RE NET WORTH CALL JP REV TAY RET             
18  7/26/72   1.00   11 MKT VAL STK ETC                              
 5  7/28/72   0.50   11 RE NET WORTH STMT                            
 5  8/ 1/72   0.25   11 RE NET WORTH STMT                            
 5  8/ 7/72   1.00   11 RE NET WORTH STMT                            
18  8/ 8/72   0.50   11 JKA A/C JULY                                 
18  8/ 8/72   0.50   11 JULY MARINE CUST A/C                         
 5  8/ 8/72   0.50   11 RE NET WORK STMT                             
 5  8/11/72   1.00   11 VAR REV NET WORTH STMT W/PCA                 
 5  8/28/72   0.50   11 RE 9/15 EST                                  
18  9/ 8/72   0.25   11 WRITE UP & POST JKA AUG                      
18  9/ 8/72   2.00   11 WRITE UP & POST AUG CUST                     
18 10/ 5/72   0.25   11 POST SEPT INCOME JKA                         
18 10/ 5/72   0.50   11 POST SEPT INCOME                             
24 10/24/72   0.25   11 TRANSFER FILES                               
18 11/ 1/72   1.75   11 WRITE UP CKG A/C JULY-OCT                    
18 11/ 6/72   2.00   11 BKKPING OCT ADD C/D                          
18 11/ 6/72   0.50   11 JKA BKKPING OCT                              
 5 11/27/72   0.25   11 PHONE W/A ROSE RE '72 SALES & EXPENSES       
18 12/ 5/72   0.25   11 CAP GAINS SCH 1972                           
18 12/ 6/72   0.75   11 WRITE UP & POST 11/72 CUST A/C               
18 12/ 6/72   0.25   11 JKA NOV WRITE UP                             
 5 12/20/72   0.25   11 RE 1972 CONTRIBUTIONS                        
 5 12/22/72   1.00   11 REV 1972 INC/DED CK RE CONTRIB LIMITATION    
 5 12/26/72   0.25   11 CALL A ROSS RE DONATIONS & 1/15 ESTIMATES    
 5 12/28/72   0.25   11 PHONE W/PCA                                  
 5 12/29/72   2.00   11 GET 1972 DATA RE SALE OF MIDDLESEX PROP      
27  1/ 3/73   2.00   12 W/U WORK RE Y/E 12/31/72                     
16  3/ 6/73   1.00   12 T/B                                          
18  7/17/72   0.50   12 12/72 W/S                                    
27 12/28/72   7.00   12 W/U WORK WITH W/P ANAL OF A/C                
 9 12/28/72   2.00   12 INTERIM WORK 10/31/72                        
17 12/28/72   3.00   12 PHYSICAL INVENTORY                           
27 12/29/72   6.50   12 W/U WORK WITH W/P ANAL OF A/C                
 7 12/29/72   3.00   12 INTERIM WORK Y/E 12/72                       
 9 12/29/72   1.00   12 INTERIM WORK 10/31/72                        
27  1/22/73   5.50   14 ASSETS LIAB INC & EXP JV                     
11  1/22/73  10.50   14 T/B ASSETS LIAB LOT SALES INV T/T            
26  1/22/73   4.00   14 BANK RECO AND CONFIRM ANAL EXP A/C           
11  1/23/73   4.50   14 INC EXP A/C'S ANAL REV MEDINA                
27  1/23/73   9.00   14 T/T ASSETS LIAB INC EXP JV 12/31/72          
27  1/24/73   2.50   14 INC EXP T/B ADJ 12/31/72 JV                  
11  1/26/73   2.50   14 MISC ANAL                                    
11  1/27/73   2.00   14 MISC WORK J/E'S                              
11  1/29/73  10.50   14 T/B ASSETS LIAB ETC JV                       
11  1/29/73   1.00   14 REV W/P MAKE NOTES JV                        
11  1/30/73   9.50   14 ASSETS LIAB INC ETC CLOSE W/S                
 3  2/14/73   2.00   14 (JV) REV PAPERS AT 12/31/72                  
21  2/15/73   0.25   14 T LTR TO BANK RE CONFIRM                     
 3  2/15/73   7.00   14 REV PAPERS 12/31/72 CORT APTS MEDINA JV      
 3  2/15/73   1.00   14 REV PAPERS MAIN A/C AT 12/31            
 3  2/16/73   1.00   14 SUMM OF NET INCOME BY DIVISIONS 12/31/72     
 3  2/19/73   1.50   14 OPERATING STMT 1972                          
 1  2/22/73   0.25   14 (ROLLING ACRES)W/DON RE LAND GAIN            
 3  2/23/73   4.00   14 CHA JOINT VENTURE TRANSACTIONS               
 3  2/24/73   2.00   14 REVISE W/S                                   
15  2/25/73   0.50   14 (J/V)STMT & PARTNERSHIP RETURN               
16  2/25/73   1.75   14 (SQUIRE #1)PARTNERSHIP RETURN                
 3  2/26/73   1.00   14 CHA JOINT VENTURE                            
15  3/ 2/73   0.50   14 FINIRH PARTNERSHIP RETURNS                   
27  3/10/73   3.50   14 (ROLLING ACRES)PARTNERSHIP RET               
27  3/10/73   3.50   14 CLOSING INV & STMTS 12/31/72                 
 3  3/10/73   1.00   14 NY FRANCHISE TAX COMPUTATION                 
24  7/19/72   1.75   14 T W/S 12/31/72                               
24  7/20/72   0.75   14 T W/S 12/31/72                               
 9  1/12/73   3.00   15 AUDIT 12/31/72                               
 9  1/15/73   7.00   15 AUDIT 12/31/72 P/R TAX REPORTS ETC           
23  1/16/73   4.00   15 PREP OF SMTS & RETURNS                       
 9  1/16/73   0.75   15 STMTS 12/31/72                               
27  1/17/73   1.50   15 CHG FIN STMTS FOR COMPARATIVE PURPOSES       
 2  1/22/73   3.00   15 REV 12/31/72 STMTS & TAX RETURNS & REVISE    
18  1/23/73   0.50   15 PFRD 1120 CT3 STMTS                          
21  1/23/73   2.00   15 TCP FED & STATE TAX RETS & EST               
21  1/23/73   2.00   15 TCP 12/31/72 STMTS & LETTER                  
28  1/23/73   0.50   15 PFRD COMP STMT 12/31/72                      
19  7/20/72   0.25   15 PREP 12/31/72 W/S                            
11  1/ 2/73  11.00   17 ASSETS PREPAID INS LIAB P/R TAXES & T/T      
 9  1/ 2/73   6.00   17 HOMER INVENTORY & INTERIM                    
 9  1/ 2/73   5.00   17 PENN YAN INVENTORY & INTERIM                 
14  1/ 2/73  11.00   17 PENN YAN PHYSICAL INVENTORY                  
26  1/ 2/73  11.00   17 INV BANK RECO PENN YAN                       
 9  1/ 3/73   0.50   17 HOMER INVENTORY                              
 3  1/ 5/73   2.00   17 PREP 1969 NEW YORK CITY RET                  
11  1/ 5/73   3.50   17 MIDDLEPORT INVENTORY                         
 1  1/ 6/73   0.50   17 RE LTD PARTN BRYCE B                         
 3  1/ 8/73   4.00   17 PREP 1970 NYC RET & LTRS RE SAME             
 1  1/ 8/73   0.50   17 W/DON RE LETTER ON NY RETURNS                
18  1/ 8/73   0.25   17 LETTERS DGS                                  
21  1/ 9/73   2.00   17 TCP 1969 & 70 NYC RETURNS                    
18  1/ 9/73   0.50   17 PFRD NYC RETS CORRECT                        
26  1/12/73   7.00   17 A/R CONFIRMATIONS                            
26  1/12/73   1.50   17 T/T                                          
11  1/12/73   1.00   17 (MIDDLEPORT)CONFIRM A/R                      
26  1/15/73   2.00   17 FOOTED A/R CONFIRMATIONS                     
26  1/18/73   8.50   17 BANK RECONCILIATION & T/T                    
26  1/19/73   8.50   17 A/P ANAL & T/T                               
11  1/19/73   8.50   17 (MIDDLEPORT) T/B F/ASSETS ASSETS             
26  1/20/73   7.00   17 CK DEPR SCH INVENTORY ANAL & TEST CK         
27  1/22/73   4.50   17 (PENN YAN)T/T EXP ANAL FYE 12/31/72          
26  1/22/73   4.00   17 (MDLPT)INV A/P CONFIRM A/R                   
26  1/22/73   1.00   17 (HOMER)DEPRECIATION                          
26  1/22/73   1.50   17 T/T                                          
15  1/22/73  10.50   17 P/R TAXES LIAB                               
11  1/23/73   4.50   17 (MDLPT)DEPR A/C ANAL J/E T/T                 
11  1/23/73   3.00   17 (MDLPT)REV PAPERS REV INC & EXP MISC         
26  1/23/73   1.50   17 T/T                                          
26  1/23/73   7.50   17 (MDLPT)ANAL EXP TEST CK INVOICES             
26  1/24/73   2.50   17 (MDLPT)FT W/S & ANAL EXP A/C                 
26  1/24/73   1.50   17 T/T                                          
11  1/24/73   3.00   17 (MDLPT)REV J/E MISC ANAL                     
11  1/26/73   0.50   17 (MDLPT)MISC ANAL MISC WORK                   
11  1/27/73   2.00   17 (MDLPT)MISC WORK                             
27  1/29/73  11.50   17 (HOMER)A/R A/P FOR STMTS 12/31/72            
26  1/29/73  11.50   17 (HOMER)BANK RECO ANAL ACCRUED DEALERS        
 3  1/29/73  11.50   17 (HOMER)T/B ANAL A/C 12/31/72                 
27  1/30/73   9.50   17 (HOMER)SP HOUSES A/P INC & EXP               
27  1/30/73   1.50   17 T/T TO PENN YAN                              
26  1/30/73   9.00   17 (HOMER)ANAL SALESMAN A/C F/ASSETS & EXP A/C  
26  1/30/73   2.00   17 (PENN YAN)                                   
11  1/30/73   1.50   17 (PENN YAN) T/T                               
 3  1/30/73   9.50   17 (HOMER)ANAL A/C 12/31/72                     
11  1/31/73   9.50   17 P/R TAXES MISC T/T                           
27  1/31/73  10.50   17 (PENN YAN)A/R INC & EXP LIAB                 
27  1/31/73   2.00   17 T/T PENN YAN TO BUFFALO                      
26  1/31/73  12.50   17 (PENN YAN)BANK RECO INV A/P ANAL EXP A/C     
 3  1/31/73   9.50   17 (PENN YAN) ANAL A/C 12/31/72                 
 3  2/ 1/73   2.50   17 REV & EXT (PENN YAN) T/B                     
 3  2/ 3/73   5.50   17 (HOMER) REV PAPERS ADJ AT 12/31/72           
 3  2/ 5/73   2.50   17 REV PAPERS AT 12/31/72                       
 3  2/ 7/73   2.50   17 REV MIDDLEPORT PAPERS                        
 3  2/ 7/73   1.50   17 REV MIDDLEPORT PAPERS                        
 3  2/ 8/73   2.00   17 COMBINED W/S PROFIT AT 12/31/72              
26  2/10/73   5.00   17 INV TEST CK EXT & PRICES (HOMER)             
 3  2/19/73   5.50   17 OPERATING STMT 1972                          
 3  2/22/73   8.50   17 CHECK MISC & MTG W/BRYCE B & R GILDER        
 3  2/22/73   1.00   17 EXCESSIVE TRAVEL                             
 3  2/24/73   1.00   17 REVISE HOMER ADJ T/B 12/31/72                
 3  3/ 9/73   3.50   17 SET UP CONS TAX COMP RE EXTENSION            
 3  3/11/73   2.50   17 CONS TAX COMPUTATION                         
 3  5/17/72   2.50   17 CONF W/B BARDEN R GELDEN & T BARDEN          
 3  5/30/72   0.50   17 LTR TO IRS RE LATE FILING & PAYMENT          
19  5/30/72   0.25   17 T LTR TO IRS                                 
10  6/22/72   3.00   17 (MIDDLEPORT) DEPR SCH FOR 1972               
10  6/23/72   3.00   17 (HOMER) DEPR SCH FOR 1972                    
19  7/20/72   2.00   17 (MIDDLEPORT)PREP 12/31/72 W/S                
19  7/20/72   1.50   17 (HOMER)PREP 12/31/72 W/S                     
20  7/20/72   1.50   17 (PENN YAN) T 12/31/72 W/S                    
20  7/21/72   2.25   17 (PENN YAN) T 12/31/72 W/S                    
 1  7/28/72   0.50   17 RE LTD PARTN                                 
 3  7/31/72   0.50   17 CONF W/BRYCE RE ROBAR                        
18 11/29/72   0.25   17 LETTER - DS                                  
 3 11/29/72   2.00   17 LETTER RE NYC INCOME TAX                     
 3 12/15/72   2.00   17 TAX RESEARCH & LTR RE CITY OF NY TAX         
19 12/18/72   0.25   17 T PFRD LETTER                                
 7 12/20/72   7.00   17 (MIDDLEPORT) INTERIM AUDIT Y/E 12/31/72      
16 12/20/72   8.50   17 (MDLEPT) BANK RECO & EXPENSES                
 7 12/21/72   7.00   17 (HOMER) INTERIM AUDIT Y/E 12/31/72           
16 12/21/72   6.00   17 (MIDLEPT) EXPENSES                           
16 12/21/72   2.50   17 (HOMER) BANK RECO                            
27  1/ 8/73   7.00   20 ANAL F/Y/E 12/31/72 ASSETS LIAB              
26  1/ 8/73   7.25   20 BANK RECO ANAL SAVINGS A/C SORT CKS          
 8  1/ 8/73   7.25   20 LIAB ANAL & REV 9/30/72                      
27  1/ 9/73   7.00   20 DETAILED ANAL LIAB INC & EXP 12/31/72        
26  1/ 9/73   6.50   20 BANK RECO ANAL EXP MISC INC                  
 8  1/ 9/73   7.75   20 COMP LIAB ANAL GET 4848 INFO REV W/P         
26  1/10/73   7.50   20 ANAL EXP CKECKS INV PRICE BANK RECO          
 8  1/10/73   2.00   20 REV PAPERS & CK ITEMS 12/31/72               
26  1/11/73   6.00   20 VOUCHER CONFIRMATIONS                        
26  1/11/73   0.50   20 FOOTING W/S                                  
26  1/13/73   3.00   20 INC STMT STMT OF FIN POSITION C/E            
 2  1/15/73   0.75   20 PHONE W/MM RE CF                             
 8  1/20/73   4.75   20 COMP & REVISED ANAL & ADJ & STMTS 12/31/72   
 2  2/20/73   0.50   20 W/MN RE BANK RECO ETC                        
24  7/19/72   1.25   20 T W/S 12/31/72                               
 2  8/ 3/72   0.25   20 W/MM RE DEPOSITARY                           
 7  9/25/72   0.75   20 FORM 4848 1971                               
 7 10/ 3/72   1.50   20 FORM 4848 Y/E 12/71                          
 2 10/ 5/72   0.50   20 REV 4848 4849 & 2950                         
19 10/ 5/72   0.75   20 TCP & PFRD 2950 4848 4848A 4849              
 2  1/ 1/73   2.00   21 REV & REVISE STMTS 1120 CT4 C/E & P/CT/B     
19  1/ 2/73   3.00   21 TCP PFRD 1120 CT3 START T 11/30/72 STMTS     
19  1/ 3/73   0.75   21 FIN TCP PFRD  11/30/72 STMTS                 
18  1/ 3/73   0.50   21 PFRD & CORR 1120 CT3                         
18  1/ 3/73   0.25   21 PFRD STMTS 11/72                             
 2  2/16/73   0.25   21 RE 3RD QT 941                                
 2  2/16/73   0.50   21 W/CK RE 941 UNDERPAYMENT                     
 2  2/19/73   0.25   21 RE 941 3RD QTR                               
18  2/22/73   1.50   21 COMP 1973 DEPR                               
 2  3/ 5/73   0.25   21 PHONE W/CAROL                                
 2  5/11/72   0.25   21 WCK RE ACCRUED WAGES                         
 2 12/17/72   3.00   21 T/B 11/30 VAR A/C ANAL                       
